,from,to,time
1142,881e2e6869fffff,881e2e686bfffff,495
1143,881e2e6869fffff,881e2e6b13fffff,259
1144,881e2e6869fffff,881e2e6845fffff,294
1145,881e2e6869fffff,881e2e6869fffff,0
1146,881e2e6869fffff,881e2e6861fffff,434
1147,881e2e6869fffff,881e2e6b17fffff,253
1148,881e2e686bfffff,881e2e686bfffff,0
1149,881e2e686bfffff,881e2e6847fffff,800
1150,881e2e686bfffff,881e2e680dfffff,452
1151,881e2e686bfffff,881e2e6845fffff,290
1152,881e2e686bfffff,881e2e6869fffff,431
1153,881e2e686bfffff,881e2e6863fffff,390
1154,881e2e686bfffff,881e2e6861fffff,342
1155,881e2e686dfffff,881e2e686dfffff,0
1156,881e2e686dfffff,881e2e6b33fffff,200
1157,881e2e686dfffff,881e2e6b3bfffff,280
1158,881e2e686dfffff,881e2e6869fffff,242
1159,881e2e686dfffff,881e2e6865fffff,207
1160,881e2e686dfffff,881e2e6861fffff,277
1161,881e2e686dfffff,881e2e6b17fffff,219
1162,881e2e68edfffff,881e2e68e9fffff,224
1163,881e2e68edfffff,881e2e683bfffff,514
1164,881e2e68edfffff,881e2e68edfffff,0
1165,881e2e68edfffff,881e2e6817fffff,233
1166,881e2e68edfffff,881e2e68e5fffff,137
1167,881e2e68edfffff,881e2e6833fffff,186
1168,881e2e68edfffff,881e2e68e1fffff,295
1169,881e2e6941fffff,881e2e694dfffff,174
1170,881e2e6941fffff,881e2e6947fffff,251
1171,881e2e6941fffff,881e2e6949fffff,217
1172,881e2e6941fffff,881e2e6943fffff,213
1173,881e2e6941fffff,881e2e6945fffff,209
1174,881e2e6941fffff,881e2e694bfffff,199
1175,881e2e6941fffff,881e2e6941fffff,0
1176,881e2e6949fffff,881e2e694dfffff,256
1177,881e2e6949fffff,881e2e6949fffff,0
1178,881e2e6949fffff,881e2e6941fffff,233
1179,881e2e6949fffff,881e2e6b23fffff,476
1180,881e2e6949fffff,881e2e6b35fffff,474
1181,881e2e6949fffff,881e2e694bfffff,306
1182,881e2e6949fffff,881e2e6b27fffff,290
1183,881e2e694bfffff,881e2e695dfffff,333
1184,881e2e694bfffff,881e2e6949fffff,304
1185,881e2e694bfffff,881e2e6943fffff,331
1186,881e2e694bfffff,881e2e6941fffff,237
1187,881e2e694bfffff,881e2e6b37fffff,256
1188,881e2e694bfffff,881e2e6b35fffff,306
1189,881e2e694bfffff,881e2e694bfffff,0
1190,881e2e694dfffff,881e2e694dfffff,0
1191,881e2e694dfffff,881e2e6949fffff,410
1192,881e2e694dfffff,881e05b49bfffff,697
1193,881e2e694dfffff,881e2e6945fffff,310
1194,881e2e694dfffff,881e05b493fffff,874
1195,881e2e694dfffff,881e2e6941fffff,354
1196,881e2e694dfffff,881e2e6b27fffff,479
1197,881e2e6951fffff,881e2e695dfffff,225
1198,881e2e6951fffff,881e2e6957fffff,305
1199,881e2e6951fffff,881e2e6959fffff,408
1200,881e2e6951fffff,881e2e6951fffff,0
1201,881e2e6951fffff,881e2e6955fffff,405
1202,881e2e6951fffff,881e2e6953fffff,209
1203,881e2e6951fffff,881e2e695bfffff,332
1204,881e2e6959fffff,881e2e695dfffff,111
1205,881e2e6959fffff,881e2e6b33fffff,197
1206,881e2e6959fffff,881e2e6959fffff,0
1207,881e2e6959fffff,881e2e6b37fffff,261
1208,881e2e6959fffff,881e2e6951fffff,231
1209,881e2e6959fffff,881e2e6865fffff,350
1210,881e2e6959fffff,881e2e695bfffff,336
1211,881e2e695bfffff,881e2e682dfffff,503
1212,881e2e695bfffff,881e2e6959fffff,481
1213,881e2e695bfffff,881e2e6867fffff,459
1214,881e2e695bfffff,881e2e6951fffff,343
1215,881e2e695bfffff,881e2e6865fffff,429
1216,881e2e695bfffff,881e2e6953fffff,280
1217,881e2e695bfffff,881e2e695bfffff,0
1218,881e2e695dfffff,881e2e695dfffff,0
1219,881e2e695dfffff,881e2e6943fffff,282
1220,881e2e695dfffff,881e2e6959fffff,376
1221,881e2e695dfffff,881e2e6b37fffff,257
1222,881e2e695dfffff,881e2e6951fffff,234
1223,881e2e695dfffff,881e2e6955fffff,256
1224,881e2e695dfffff,881e2e694bfffff,215
1225,881e2e6a01fffff,881e2e6a01fffff,0
1226,881e2e6a01fffff,881e2e6a07fffff,378
1227,881e2e6a01fffff,881e2e6a0bfffff,402
1228,881e2e6a01fffff,881e2e6a05fffff,233
1229,881e2e6a01fffff,881e2e6a09fffff,518
1230,881e2e6a01fffff,881e2e6a03fffff,438
1231,881e2e6a01fffff,881e2e6a0dfffff,361
1232,881e2e6a03fffff,881e2e6a01fffff,460
1233,881e2e6a03fffff,881e2e6a07fffff,257
1234,881e2e6a03fffff,881e2e6a0bfffff,405
1235,881e2e6a03fffff,881e2e6a39fffff,210
1236,881e2e6a03fffff,881e2e6a1dfffff,401
1237,881e2e6a03fffff,881e2e6a15fffff,248
1238,881e2e6a03fffff,881e2e6a03fffff,0
1239,881e2e6a05fffff,881e2e6a01fffff,349
1240,881e2e6a05fffff,881e2e6a07fffff,277
1241,881e2e6a05fffff,881e2e6a2bfffff,233
1242,881e2e6a05fffff,881e2e6a63fffff,228
1243,881e2e6a05fffff,881e2e6a05fffff,0
1244,881e2e6a05fffff,881e2e6a29fffff,151
1245,881e2e6a05fffff,881e2e6a0dfffff,668
1246,881e2e6a07fffff,881e2e6a01fffff,391
1247,881e2e6a07fffff,881e2e6a07fffff,144
1248,881e2e6a07fffff,881e2e6a3dfffff,626
1249,881e2e6a07fffff,881e2e6a2bfffff,315
1250,881e2e6a07fffff,881e2e6a39fffff,310
1251,881e2e6a07fffff,881e2e6a05fffff,291
1252,881e2e6a07fffff,881e2e6a03fffff,254
1253,881e2e6a09fffff,881e2e6a01fffff,529
1254,881e2e6a09fffff,881e2e6a0bfffff,304
1255,881e2e6a09fffff,881e2e6a47fffff,233
1256,881e2e6a09fffff,881e2e6a43fffff,263
1257,881e2e6a09fffff,881e2e6a09fffff,190
1258,881e2e6a09fffff,881e2e6a0dfffff,595
1259,881e2e6a09fffff,881e2e6a55fffff,91
1260,881e2e6a0bfffff,881e2e6a01fffff,407
1261,881e2e6a0bfffff,881e2e6a57fffff,238
1262,881e2e6a0bfffff,881e2e6a0bfffff,0
1263,881e2e6a0bfffff,881e2e6a1dfffff,272
1264,881e2e6a0bfffff,881e2e6a09fffff,325
1265,881e2e6a0bfffff,881e2e6a03fffff,380
1266,881e2e6a0bfffff,881e2e6a55fffff,265
1267,881e2e6a0dfffff,881e2e6a01fffff,369
1268,881e2e6a0dfffff,881e2e6a47fffff,496
1269,881e2e6a0dfffff,881e2e6a63fffff,513
1270,881e2e6a0dfffff,881e2e6a05fffff,156
1271,881e2e6a0dfffff,881e2e6a6bfffff,463
1272,881e2e6a0dfffff,881e2e6a09fffff,545
1273,881e2e6a0dfffff,881e2e6a0dfffff,0
1274,881e2e6a11fffff,881e2e6a13fffff,777
1275,881e2e6a11fffff,881e2e6a11fffff,0
1276,881e2e6a11fffff,881e2e6a1dfffff,253
1277,881e2e6a11fffff,881e2e6a1bfffff,344
1278,881e2e6a11fffff,881e2e6a15fffff,166
1279,881e2e6a11fffff,881e2e6a17fffff,245
1280,881e2e6a11fffff,881e2e6a19fffff,578
1281,881e2e6a13fffff,881e2e6acdfffff,495
1282,881e2e6a13fffff,881e2e6a13fffff,915
1283,881e2e6a13fffff,881e2e6ae9fffff,836
1284,881e2e6a13fffff,881e2e6a11fffff,769
1285,881e2e6a13fffff,881e2e6a1bfffff,599
1286,881e2e6a13fffff,881e2e6ac5fffff,825
1287,881e2e6a13fffff,881e2e6a17fffff,812
1288,881e2e6a15fffff,881e2e6a39fffff,234
1289,881e2e6a15fffff,881e2e6a11fffff,242
1290,881e2e6a15fffff,881e2e6a1dfffff,343
1291,881e2e6a15fffff,881e2e6a3bfffff,294
1292,881e2e6a15fffff,881e2e6a15fffff,0
1293,881e2e6a15fffff,881e2e6a03fffff,184
1294,881e2e6a15fffff,881e2e6a17fffff,222
1295,881e2e6a17fffff,881e2e6a13fffff,830
1296,881e2e6a17fffff,881e2e6ae9fffff,437
1297,881e2e6a17fffff,881e2e6a11fffff,216
1298,881e2e6a17fffff,881e2e6a3bfffff,172
1299,881e2e6a17fffff,881e2e6a15fffff,164
1300,881e2e6a17fffff,881e2e6aedfffff,221
1301,881e2e6a17fffff,881e2e6a17fffff,0
1302,881e2e6a19fffff,881e2e6a53fffff,366
1303,881e2e6a19fffff,881e2e6a57fffff,470
1304,881e2e6a19fffff,881e2e6125fffff,388
1305,881e2e6a19fffff,881e2e6a11fffff,583
1306,881e2e6a19fffff,881e2e6a1dfffff,701
1307,881e2e6a19fffff,881e2e6a1bfffff,396
1308,881e2e6a19fffff,881e2e6a19fffff,0
1309,881e2e6a1bfffff,881e2e6acdfffff,273
1310,881e2e6a1bfffff,881e2e6125fffff,322
1311,881e2e6a1bfffff,881e2e6a13fffff,607
1312,881e2e6a1bfffff,881e2e6a11fffff,345
1313,881e2e6a1bfffff,881e2e6a1bfffff,0
1314,881e2e6a1bfffff,881e2e6a19fffff,397
1315,881e2e6a1bfffff,881e2e6127fffff,482
1316,881e2e6a1dfffff,881e2e6a57fffff,392
1317,881e2e6a1dfffff,881e2e6a0bfffff,360
1318,881e2e6a1dfffff,881e2e6a11fffff,249
1319,881e2e6a1dfffff,881e2e6a1dfffff,0
1320,881e2e6a1dfffff,881e2e6a15fffff,270
1321,881e2e6a1dfffff,881e2e6a03fffff,383
1322,881e2e6a1dfffff,881e2e6a19fffff,703
1323,881e2e6a21fffff,881e2e6a2bfffff,403
1324,881e2e6a21fffff,881e2e6a27fffff,323
1325,881e2e6a21fffff,881e2e6a25fffff,422
1326,881e2e6a21fffff,881e2e6a29fffff,409
1327,881e2e6a21fffff,881e2e6a21fffff,0
1328,881e2e6a21fffff,881e2e6a23fffff,441
1329,881e2e6a21fffff,881e2e6a2dfffff,324
1330,881e2e6a23fffff,881e2e6a21fffff,332
1331,881e2e6a23fffff,881e2e6a3dfffff,876
1332,881e2e6a23fffff,881e2e6a2bfffff,432
1333,881e2e6a23fffff,881e2e6a27fffff,386
1334,881e2e6a23fffff,881e2e6849fffff,244
1335,881e2e6a23fffff,881e2e6a35fffff,540
1336,881e2e6a23fffff,881e2e6a23fffff,0
1337,881e2e6a25fffff,881e2e6b53fffff,207
1338,881e2e6a25fffff,881e2e6a27fffff,297
1339,881e2e6a25fffff,881e2e6a25fffff,131
1340,881e2e6a25fffff,881e2e6b19fffff,251
1341,881e2e6a25fffff,881e2e6b1bfffff,229
1342,881e2e6a25fffff,881e2e6a21fffff,368
1343,881e2e6a25fffff,881e2e6a2dfffff,197
1344,881e2e6a27fffff,881e2e684dfffff,347
1345,881e2e6a27fffff,881e2e6a27fffff,0
1346,881e2e6a27fffff,881e2e6a25fffff,292
1347,881e2e6a27fffff,881e2e6849fffff,412
1348,881e2e6a27fffff,881e2e6b1bfffff,204
1349,881e2e6a27fffff,881e2e6a21fffff,295
1350,881e2e6a27fffff,881e2e6a23fffff,462
1351,881e2e6a29fffff,881e2e6a2bfffff,453
1352,881e2e6a29fffff,881e2e6a63fffff,173
1353,881e2e6a29fffff,881e2e6a05fffff,224
1354,881e2e6a29fffff,881e2e6a67fffff,321
1355,881e2e6a29fffff,881e2e6a29fffff,0
1356,881e2e6a29fffff,881e2e6a21fffff,545
1357,881e2e6a29fffff,881e2e6a2dfffff,355
1358,881e2e6a2bfffff,881e2e6a07fffff,272
1359,881e2e6a2bfffff,881e2e6a3dfffff,592
1360,881e2e6a2bfffff,881e2e6a2bfffff,0
1361,881e2e6a2bfffff,881e2e6a05fffff,228
1362,881e2e6a2bfffff,881e2e6a29fffff,260
1363,881e2e6a2bfffff,881e2e6a21fffff,341
1364,881e2e6a2bfffff,881e2e6a23fffff,476
1365,881e2e6a2dfffff,881e2e6b53fffff,314
1366,881e2e6a2dfffff,881e2e6a25fffff,481
1367,881e2e6a2dfffff,881e2e6b5bfffff,311
1368,881e2e6a2dfffff,881e2e6a67fffff,310
1369,881e2e6a2dfffff,881e2e6a29fffff,184
1370,881e2e6a2dfffff,881e2e6a21fffff,329
1371,881e2e6a2dfffff,881e2e6a2dfffff,0
1372,881e2e6a31fffff,881e2e6a3dfffff,477
1373,881e2e6a31fffff,881e2e6a37fffff,419
1374,881e2e6a31fffff,881e2e6a33fffff,431
1375,881e2e6a31fffff,881e2e6a39fffff,358
1376,881e2e6a31fffff,881e2e6a3bfffff,293
1377,881e2e6a31fffff,881e2e6a31fffff,0
1378,881e2e6a31fffff,881e2e6a35fffff,630
1379,881e2e6a33fffff,881e2e6ae5fffff,294
1380,881e2e6a33fffff,881e2e6a33fffff,0
1381,881e2e6a33fffff,881e2e6a37fffff,336
1382,881e2e6a33fffff,881e2e6859fffff,267
1383,881e2e6a33fffff,881e2e6a3bfffff,233
1384,881e2e6a33fffff,881e2e6a31fffff,314
1385,881e2e6a33fffff,881e2e6aedfffff,250
1386,881e2e6a35fffff,881e2e6a3dfffff,849
1387,881e2e6a35fffff,881e2e6a37fffff,547
1388,881e2e6a35fffff,881e2e684bfffff,443
1389,881e2e6a35fffff,881e2e6849fffff,449
1390,881e2e6a35fffff,881e2e6a31fffff,567
1391,881e2e6a35fffff,881e2e6a35fffff,0
1392,881e2e6a35fffff,881e2e6a23fffff,532
1393,881e2e6a37fffff,881e2e685dfffff,289
1394,881e2e6a37fffff,881e2e6a33fffff,416
1395,881e2e6a37fffff,881e2e6a37fffff,0
1396,881e2e6a37fffff,881e2e6859fffff,291
1397,881e2e6a37fffff,881e2e684bfffff,401
1398,881e2e6a37fffff,881e2e6a31fffff,180
1399,881e2e6a37fffff,881e2e6a35fffff,486
1400,881e2e6a39fffff,881e2e6a07fffff,305
1401,881e2e6a39fffff,881e2e6a3dfffff,577
1402,881e2e6a39fffff,881e2e6a39fffff,0
1403,881e2e6a39fffff,881e2e6a3bfffff,327
1404,881e2e6a39fffff,881e2e6a31fffff,371
1405,881e2e6a39fffff,881e2e6a15fffff,284
1406,881e2e6a39fffff,881e2e6a03fffff,208
1407,881e2e6a3bfffff,881e2e6a33fffff,226
1408,881e2e6a3bfffff,881e2e6a39fffff,325
1409,881e2e6a3bfffff,881e2e6a3bfffff,0
1410,881e2e6a3bfffff,881e2e6a31fffff,302
1411,881e2e6a3bfffff,881e2e6a15fffff,265
1412,881e2e6a3bfffff,881e2e6aedfffff,195
1413,881e2e6a3bfffff,881e2e6a17fffff,212
1414,881e2e6a3dfffff,881e2e6a07fffff,569
1415,881e2e6a3dfffff,881e2e6a3dfffff,0
1416,881e2e6a3dfffff,881e2e6a2bfffff,561
1417,881e2e6a3dfffff,881e2e6a39fffff,538
1418,881e2e6a3dfffff,881e2e6a31fffff,439
1419,881e2e6a3dfffff,881e2e6a35fffff,798
1420,881e2e6a3dfffff,881e2e6a23fffff,780
1421,881e2e6a41fffff,881e2e6a45fffff,228
1422,881e2e6a41fffff,881e2e6a41fffff,67
1423,881e2e6a41fffff,881e2e6a47fffff,185
1424,881e2e6a41fffff,881e2e6a4dfffff,285
1425,881e2e6a41fffff,881e2e6a4bfffff,208
1426,881e2e6a41fffff,881e2e6a43fffff,326
1427,881e2e6a41fffff,881e2e6a49fffff,282
1428,881e2e6a43fffff,881e2e6a41fffff,327
1429,881e2e6a43fffff,881e2e6a47fffff,416
1430,881e2e6a43fffff,881e2e6a09fffff,266
1431,881e2e6a43fffff,881e2e6a5dfffff,396
1432,881e2e6a43fffff,881e2e6a4bfffff,490
1433,881e2e6a43fffff,881e2e6a43fffff,0
1434,881e2e6a43fffff,881e2e6a55fffff,334
1435,881e2e6a45fffff,881e2e6a45fffff,0
1436,881e2e6a45fffff,881e2e6a41fffff,273
1437,881e2e6a45fffff,881e2e6a47fffff,348
1438,881e2e6a45fffff,881e2e6a4dfffff,483
1439,881e2e6a45fffff,881e2e6a69fffff,233
1440,881e2e6a45fffff,881e2e6a6bfffff,227
1441,881e2e6a45fffff,881e2e7993fffff,903
1442,881e2e6a47fffff,881e2e6a45fffff,299
1443,881e2e6a47fffff,881e2e6a41fffff,188
1444,881e2e6a47fffff,881e2e6a47fffff,291
1445,881e2e6a47fffff,881e2e6a43fffff,419
1446,881e2e6a47fffff,881e2e6a6bfffff,251
1447,881e2e6a47fffff,881e2e6a09fffff,242
1448,881e2e6a47fffff,881e2e6a0dfffff,549
1449,881e2e6a49fffff,881e2e6a41fffff,277
1450,881e2e6a49fffff,881e2e6a4dfffff,304
1451,881e2e6a49fffff,881e2e78a7fffff,194
1452,881e2e6a49fffff,881e2e78b5fffff,461
1453,881e2e6a49fffff,881e2e6a4bfffff,369
1454,881e2e6a49fffff,881e2e78a3fffff,405
1455,881e2e6a49fffff,881e2e6a49fffff,0
1456,881e2e6a4bfffff,881e2e6a41fffff,206
1457,881e2e6a4bfffff,881e2e78b7fffff,254
1458,881e2e6a4bfffff,881e2e78b5fffff,212
1459,881e2e6a4bfffff,881e2e6a5dfffff,507
1460,881e2e6a4bfffff,881e2e6a4bfffff,296
1461,881e2e6a4bfffff,881e2e6a43fffff,488
1462,881e2e6a4bfffff,881e2e6a49fffff,377
1463,881e2e6a4dfffff,881e2e6a45fffff,449
1464,881e2e6a4dfffff,881e2e6a41fffff,290
1465,881e2e6a4dfffff,881e2e6a4dfffff,0
1466,881e2e6a4dfffff,881e2e78a7fffff,206
1467,881e2e6a4dfffff,881e2e799bfffff,290
1468,881e2e6a4dfffff,881e2e7993fffff,491
1469,881e2e6a4dfffff,881e2e6a49fffff,308
1470,881e2e6a51fffff,881e2e6a51fffff,0
1471,881e2e6a51fffff,881e2e6a53fffff,280
1472,881e2e6a51fffff,881e2e6a59fffff,290
1473,881e2e6a51fffff,881e2e6a57fffff,313
1474,881e2e6a51fffff,881e2e6a5dfffff,906
1475,881e2e6a51fffff,881e2e6a5bfffff,459
1476,881e2e6a51fffff,881e2e6a55fffff,292
1477,881e2e6a53fffff,881e2e6a53fffff,0
1478,881e2e6a53fffff,881e2e6a51fffff,277
1479,881e2e6a53fffff,881e2e6a57fffff,153
1480,881e2e6a53fffff,881e2e6125fffff,189
1481,881e2e6a53fffff,881e2e6a5bfffff,323
1482,881e2e6a53fffff,881e2e612dfffff,423
1483,881e2e6a53fffff,881e2e6a19fffff,370
1484,881e2e6a55fffff,881e2e6a51fffff,296
1485,881e2e6a55fffff,881e2e6a57fffff,108
1486,881e2e6a55fffff,881e2e6a0bfffff,238
1487,881e2e6a55fffff,881e2e6a09fffff,91
1488,881e2e6a55fffff,881e2e6a5dfffff,614
1489,881e2e6a55fffff,881e2e6a43fffff,338
1490,881e2e6a55fffff,881e2e6a55fffff,0
1491,881e2e6a57fffff,881e2e6a53fffff,154
1492,881e2e6a57fffff,881e2e6a51fffff,309
1493,881e2e6a57fffff,881e2e6a57fffff,0
1494,881e2e6a57fffff,881e2e6a0bfffff,210
1495,881e2e6a57fffff,881e2e6a1dfffff,380
1496,881e2e6a57fffff,881e2e6a19fffff,475
1497,881e2e6a57fffff,881e2e6a55fffff,114
1498,881e2e6a59fffff,881e2e6a51fffff,289
1499,881e2e6a59fffff,881e2e6a59fffff,0
1500,881e2e6a59fffff,881e2e78b7fffff,225
1501,881e2e6a59fffff,881e2e6165fffff,674
1502,881e2e6a59fffff,881e2e6a5dfffff,775
1503,881e2e6a59fffff,881e2e78b3fffff,341
1504,881e2e6a59fffff,881e2e6a5bfffff,446
1505,881e2e6a5bfffff,881e2e6a51fffff,462
1506,881e2e6a5bfffff,881e2e6a53fffff,323
1507,881e2e6a5bfffff,881e2e6a59fffff,453
1508,881e2e6a5bfffff,881e2e6165fffff,730
1509,881e2e6a5bfffff,881e2e6167fffff,611
1510,881e2e6a5bfffff,881e2e6a5bfffff,0
1511,881e2e6a5bfffff,881e2e612dfffff,747
1512,881e2e6a5dfffff,881e2e6a51fffff,908
1513,881e2e6a5dfffff,881e2e6a59fffff,785
1514,881e2e6a5dfffff,881e2e78b7fffff,752
1515,881e2e6a5dfffff,881e2e6a5dfffff,224
1516,881e2e6a5dfffff,881e2e6a4bfffff,513
1517,881e2e6a5dfffff,881e2e6a43fffff,398
1518,881e2e6a5dfffff,881e2e6a55fffff,612
1519,881e2e6a61fffff,881e2e6a65fffff,205
1520,881e2e6a61fffff,881e2e6a63fffff,223
1521,881e2e6a61fffff,881e2e6a61fffff,164
1522,881e2e6a61fffff,881e2e6a69fffff,227
1523,881e2e6a61fffff,881e2e6a6bfffff,391
1524,881e2e6a61fffff,881e2e6a67fffff,217
1525,881e2e6a61fffff,881e2e6a6dfffff,291
1526,881e2e6a63fffff,881e2e6a63fffff,0
1527,881e2e6a63fffff,881e2e6a61fffff,265
1528,881e2e6a63fffff,881e2e6a05fffff,207
1529,881e2e6a63fffff,881e2e6a6bfffff,141
1530,881e2e6a63fffff,881e2e6a67fffff,217
1531,881e2e6a63fffff,881e2e6a29fffff,177
1532,881e2e6a63fffff,881e2e6a0dfffff,439
1533,881e2e6a65fffff,881e2e6a65fffff,0
1534,881e2e6a65fffff,881e2e79b3fffff,216
1535,881e2e6a65fffff,881e2e6b59fffff,283
1536,881e2e6a65fffff,881e2e6a61fffff,214
1537,881e2e6a65fffff,881e2e6b5bfffff,341
1538,881e2e6a65fffff,881e2e6a67fffff,258
1539,881e2e6a65fffff,881e2e6a6dfffff,355
1540,881e2e6a67fffff,881e2e6a65fffff,249
1541,881e2e6a67fffff,881e2e6a63fffff,201
1542,881e2e6a67fffff,881e2e6a61fffff,220
1543,881e2e6a67fffff,881e2e6b5bfffff,365
1544,881e2e6a67fffff,881e2e6a67fffff,0
1545,881e2e6a67fffff,881e2e6a29fffff,312
1546,881e2e6a67fffff,881e2e6a2dfffff,420
1547,881e2e6a69fffff,881e2e6a45fffff,232
1548,881e2e6a69fffff,881e2e7997fffff,282
1549,881e2e6a69fffff,881e2e6a61fffff,214
1550,881e2e6a69fffff,881e2e6a69fffff,0
1551,881e2e6a69fffff,881e2e6a6bfffff,312
1552,881e2e6a69fffff,881e2e6a6dfffff,370
1553,881e2e6a69fffff,881e2e7993fffff,865
1554,881e2e6a6bfffff,881e2e6a45fffff,285
1555,881e2e6a6bfffff,881e2e6a47fffff,269
1556,881e2e6a6bfffff,881e2e6a63fffff,195
1557,881e2e6a6bfffff,881e2e6a61fffff,393
1558,881e2e6a6bfffff,881e2e6a69fffff,365
1559,881e2e6a6bfffff,881e2e6a6bfffff,0
1560,881e2e6a6bfffff,881e2e6a0dfffff,446
1561,881e2e6a6dfffff,881e2e6a65fffff,352
1562,881e2e6a6dfffff,881e2e79b3fffff,455
1563,881e2e6a6dfffff,881e2e7997fffff,520
1564,881e2e6a6dfffff,881e2e6a61fffff,285
1565,881e2e6a6dfffff,881e2e6a69fffff,371
1566,881e2e6a6dfffff,881e2e6a6dfffff,0
1567,881e2e6a6dfffff,881e2e79bbfffff,489
1568,881e2e6aa5fffff,881e2e6aadfffff,342
1569,881e2e6aa5fffff,881e2e6aa7fffff,331
1570,881e2e6aa5fffff,881e2e681bfffff,287
1571,881e2e6aa5fffff,881e2e6aa5fffff,0
1572,881e2e6aa5fffff,881e2e6aa1fffff,267
1573,881e2e6aa5fffff,881e2e6853fffff,258
1574,881e2e6aa5fffff,881e2e6819fffff,209
1575,881e2e6aadfffff,881e2e685bfffff,303
1576,881e2e6aadfffff,881e2e6aadfffff,0
1577,881e2e6aadfffff,881e2e6ae7fffff,267
1578,881e2e6aadfffff,881e2e6aa1fffff,276
1579,881e2e6aadfffff,881e2e6aa9fffff,199
1580,881e2e6aadfffff,881e2e6853fffff,509
1581,881e2e6aadfffff,881e2e6aa5fffff,405
1582,881e2e6ac5fffff,881e2e6acdfffff,508
1583,881e2e6ac5fffff,881e2e6a13fffff,842
1584,881e2e6ac5fffff,881e2e6ae9fffff,376
1585,881e2e6ac5fffff,881e2e6ac5fffff,0
1586,881e2e6ac5fffff,881e2e6aebfffff,329
1587,881e2e6ac5fffff,881e2e6ac1fffff,296
1588,881e2e6ac5fffff,881e2e6ac7fffff,224
1589,881e2e6acdfffff,881e2e6acdfffff,0
1590,881e2e6acdfffff,881e2e6a13fffff,502
1591,881e2e6acdfffff,881e2e6a1bfffff,266
1592,881e2e6acdfffff,881e2e6ac5fffff,492
1593,881e2e6acdfffff,881e2e6ac1fffff,357
1594,881e2e6acdfffff,881e2e6ac9fffff,434
1595,881e2e6acdfffff,881e2e6127fffff,585
1596,881e2e6ae1fffff,881e2e6ae3fffff,311
1597,881e2e6ae1fffff,881e2e6ae1fffff,0
1598,881e2e6ae1fffff,881e2e6ae5fffff,193
1599,881e2e6ae1fffff,881e2e6ae7fffff,245
1600,881e2e6ae1fffff,881e2e6ae9fffff,312
1601,881e2e6ae1fffff,881e2e6aebfffff,151
1602,881e2e6ae1fffff,881e2e6aedfffff,207
1603,881e2e6ae5fffff,881e2e685bfffff,260
1604,881e2e6ae5fffff,881e2e6ae1fffff,169
1605,881e2e6ae5fffff,881e2e6ae5fffff,0
1606,881e2e6ae5fffff,881e2e6a33fffff,278
1607,881e2e6ae5fffff,881e2e6ae7fffff,175
1608,881e2e6ae5fffff,881e2e6859fffff,297
1609,881e2e6ae5fffff,881e2e6aedfffff,186
1610,881e2e6ae7fffff,881e2e6ae3fffff,394
1611,881e2e6ae7fffff,881e2e685bfffff,226
1612,881e2e6ae7fffff,881e2e6ae1fffff,250
1613,881e2e6ae7fffff,881e2e6ae5fffff,184
1614,881e2e6ae7fffff,881e2e6ae7fffff,0
1615,881e2e6ae7fffff,881e2e6aadfffff,242
1616,881e2e6ae7fffff,881e2e6aa9fffff,218
1617,881e2e6ae9fffff,881e2e6ae1fffff,313
1618,881e2e6ae9fffff,881e2e6a13fffff,849
1619,881e2e6ae9fffff,881e2e6ae9fffff,452
1620,881e2e6ae9fffff,881e2e6ac5fffff,379
1621,881e2e6ae9fffff,881e2e6aebfffff,231
1622,881e2e6ae9fffff,881e2e6aedfffff,397
1623,881e2e6ae9fffff,881e2e6a17fffff,426
1624,881e2e6aebfffff,881e2e6ae3fffff,262
1625,881e2e6aebfffff,881e2e6ae1fffff,147
1626,881e2e6aebfffff,881e2e6a8dfffff,206
1627,881e2e6aebfffff,881e2e6ae9fffff,222
1628,881e2e6aebfffff,881e2e6ac5fffff,321
1629,881e2e6aebfffff,881e2e6aebfffff,0
1630,881e2e6aebfffff,881e2e6ac7fffff,101
1631,881e2e6aedfffff,881e2e6ae1fffff,241
1632,881e2e6aedfffff,881e2e6ae5fffff,203
1633,881e2e6aedfffff,881e2e6a33fffff,264
1634,881e2e6aedfffff,881e2e6ae9fffff,427
1635,881e2e6aedfffff,881e2e6a3bfffff,185
1636,881e2e6aedfffff,881e2e6aedfffff,0
1637,881e2e6aedfffff,881e2e6a17fffff,193
1638,881e2e6b01fffff,881e2e6b01fffff,0
1639,881e2e6b01fffff,881e2e6b07fffff,426
1640,881e2e6b01fffff,881e2e6b03fffff,443
1641,881e2e6b01fffff,881e2e6b0bfffff,436
1642,881e2e6b01fffff,881e2e6b05fffff,295
1643,881e2e6b01fffff,881e2e6b0dfffff,244
1644,881e2e6b01fffff,881e2e6b09fffff,368
1645,881e2e6b03fffff,881e2e6b15fffff,332
1646,881e2e6b03fffff,881e2e6b01fffff,314
1647,881e2e6b03fffff,881e2e6b1dfffff,536
1648,881e2e6b03fffff,881e2e6b07fffff,288
1649,881e2e6b03fffff,881e2e6b03fffff,0
1650,881e2e6b03fffff,881e2e6b39fffff,312
1651,881e2e6b03fffff,881e2e6b0bfffff,225
1652,881e2e6b05fffff,881e2e6b01fffff,256
1653,881e2e6b05fffff,881e2e6b07fffff,305
1654,881e2e6b05fffff,881e2e6b2bfffff,261
1655,881e2e6b05fffff,881e2e6b05fffff,0
