date,SOY,WX_US,WX_BR,ONI
2013-01-01,1468.5,0.4064516129032257,59.035391705069124,-0.36000000000000004
2013-02-01,1474.25,0.1047619047619049,52.97571428571428,-0.6233333333333334
2013-03-01,1404.75,7.99268817204301,53.578064516129025,-0.39333333333333337
2013-04-01,1467.75,34.257460317460314,63.3687619047619,-0.16333333333333336
2013-05-01,1510.0,52.62746543778802,66.49296466973885,-0.20999999999999996
2013-06-01,1564.5,64.8292380952381,54.17999999999999,-0.49
2013-07-01,1374.0,79.9694623655914,53.372903225806446,-0.6866666666666666
2013-08-01,1424.0,53.02783410138249,54.45290322580645,-0.6966666666666667
2013-09-01,,48.17955555555555,62.343555555555554,-0.4466666666666666
2013-10-01,1280.25,57.57290322580645,88.92092165898617,-0.2733333333333333
2013-11-01,1336.5,7.561777777777778,54.97123809523809,-0.11
2013-12-01,,0.0,53.79447004608295,-0.08333333333333333
2014-01-01,1282.75,0.0,52.77290322580645,-0.13333333333333333
2014-02-01,1414.25,0.0,52.709999999999994,-0.3066666666666667
2014-03-01,1464.0,3.1993548387096777,52.89290322580646,-0.3333333333333333
2014-04-01,1530.75,41.060539682539684,60.28380952380952,-0.21
2014-05-01,1493.25,74.71705069124424,65.67075268817204,0.23666666666666666
2014-06-01,,89.48857142857143,53.378,0.5633333333333334
2014-07-01,1224.5,80.07450076804916,53.11354838709677,0.6666666666666666
2014-08-01,1089.5,55.248172043010754,55.58322580645161,0.5766666666666667
2014-09-01,913.25,78.45577777777777,58.09733333333334,0.38000000000000006
2014-10-01,1046.5,43.82236559139784,73.99471582181259,0.43
2014-11-01,1016.0,9.153111111111114,61.92685714285714,0.6166666666666667
2014-12-01,1019.25,1.5503225806451613,53.225806451612904,0.7600000000000001
2015-01-01,961.0,0.08129032258064518,60.1894930875576,0.73
2015-02-01,,0.0,53.452448979591836,0.56
2015-03-01,,7.3432258064516125,53.28,0.3433333333333333
2015-04-01,978.5,40.85111111111111,65.5472380952381,0.4166666666666667
2015-05-01,934.0,71.41170506912442,89.1768356374808,0.58
2015-06-01,1056.25,84.25733333333332,55.004,0.96
2015-07-01,980.75,68.11585253456221,54.15096774193549,1.2766666666666666
2015-08-01,897.5,88.07502304147465,56.31870967741935,1.6033333333333335
2015-09-01,892.0,87.42599999999999,57.95371428571428,1.8800000000000001
2015-10-01,883.75,36.61096774193548,76.47182795698924,2.1033333333333335
2015-11-01,,34.99911111111111,91.66038095238096,2.39
2015-12-01,871.25,41.34783410138249,88.60718894009217,2.5500000000000003
2016-01-01,882.25,20.24516129032258,54.03373271889401,2.5866666666666664
2016-02-01,853.0,2.691724137931034,55.321970443349755,2.33
2016-03-01,910.75,12.212903225806452,54.15299539170506,1.9833333333333334
2016-04-01,1021.0,41.86377777777778,70.89612698412698,1.3866666666666667
2016-05-01,,75.5141935483871,54.59612903225806,0.7333333333333334
2016-06-01,1175.0,82.06911111111111,53.368,0.21666666666666665
2016-07-01,1032.5,83.12731182795699,54.38322580645161,-0.17333333333333334
2016-08-01,960.0,78.20774193548387,55.420645161290324,-0.30666666666666664
2016-09-01,954.0,84.18323809523808,64.19911111111111,-0.3333333333333333
2016-10-01,1002.25,51.84021505376344,93.77898617511521,-0.33666666666666667
2016-11-01,1032.25,15.259999999999998,63.899428571428565,-0.3633333333333333
2016-12-01,996.5,0.023225806451612922,53.54599078341014,-0.42333333333333334
2017-01-01,,0.18924731182795723,53.18709677419355,-0.2733333333333334
2017-02-01,1025.0,6.160714285714286,52.714285714285715,0.07333333333333332
2017-03-01,946.0,8.51763440860215,53.50838709677419,0.3333333333333333
2017-04-01,945.25,61.37711111111111,57.275238095238095,0.53
2017-05-01,916.0,74.92301075268817,75.64983102918586,0.48
2017-06-01,942.25,65.85834920634922,51.39,0.33666666666666667
2017-07-01,994.5,81.55655913978494,50.29354838709677,0.19999999999999998
2017-08-01,936.25,63.87010752688172,54.839999999999996,0.08
2017-09-01,968.25,53.62911111111111,55.67999999999999,-0.11333333333333334
2017-10-01,,61.99035330261136,57.91870967741935,-0.29333333333333333
2017-11-01,985.75,12.716666666666665,72.92380952380952,-0.6166666666666667
2017-12-01,951.75,1.6509677419354836,55.422488479262675,-0.8266666666666665
2018-01-01,995.75,0.42967741935483866,57.79594470046082,-1.0599999999999998
2018-02-01,1045.0,0.6428571428571429,53.08571428571428,-1.0066666666666666
2018-03-01,1044.75,13.988817204301075,55.40976958525345,-0.87
2018-04-01,,44.389746031746036,56.71561904761905,-0.6699999999999999
2018-05-01,1018.5,81.34230414746543,74.3157603686636,-0.45666666666666655
2018-06-01,858.5,75.55177777777777,51.038,-0.15333333333333324
2018-07-01,,87.267311827957,51.288387096774194,0.10000000000000009
2018-08-01,833.0,71.14258064516129,53.68258064516129,0.19666666666666677
2018-09-01,845.5,52.35742857142857,62.230666666666664,0.2300000000000001
2018-10-01,839.0,54.48488479262672,94.65806451612903,0.39333333333333337
2018-11-01,894.75,15.999555555555554,71.50038095238095,0.6533333333333334
2018-12-01,882.5,3.85505376344086,53.04774193548387,0.8733333333333334
2019-01-01,915.25,2.7810752688172027,55.02285714285714,0.8633333333333334
2019-02-01,897.5,4.741904761904763,54.15122448979592,0.7933333333333333
2019-03-01,884.25,25.538064516129033,72.54930875576036,0.7433333333333335
2019-04-01,841.25,24.16133333333333,88.33161904761906,0.7133333333333334
2019-05-01,877.75,56.982181259600615,65.30795698924732,0.6966666666666668
2019-06-01,899.75,71.07161904761905,52.071999999999996,0.5733333333333334
2019-07-01,864.0,87.27416282642089,51.67354838709677,0.38000000000000006
2019-08-01,857.0,69.09892473118279,53.84903225806451,0.1233333333333334
2019-09-01,,89.96431746031746,56.848,-0.0866666666666666
2019-10-01,916.75,24.34405529953917,54.243870967741934,-0.05333333333333326
2019-11-01,876.75,8.623555555555555,80.92355555555555,0.10666666666666674
2019-12-01,,0.6967741935483871,93.75723502304147,0.27333333333333343
2020-01-01,872.5,1.6559139784946226,77.69087557603687,0.2933333333333334
2020-02-01,883.5,0.12413793103448274,72.0200985221675,0.2033333333333334
2020-03-01,,17.150107526881715,85.30156682027649,0.1633333333333334
2020-04-01,850.25,42.785777777777774,84.70590476190476,0.22000000000000008
2020-05-01,840.75,53.91268817204301,51.98215053763441,0.14333333333333342
2020-06-01,884.25,92.16666666666667,52.827999999999996,-0.10333333333333324
2020-07-01,897.5,81.93505376344086,52.23870967741936,-0.37333333333333324
2020-08-01,951.25,60.215268817204304,53.63225806451613,-0.4733333333333332
2020-09-01,1023.5,69.22377777777778,56.884,-0.5499999999999999
2020-10-01,1056.5,30.409677419354843,56.68202764976959,-0.71
2020-11-01,,28.369111111111113,71.79022222222221,-0.9099999999999998
2020-12-01,1315.25,0.2903225806451613,79.9321044546851,-0.8766666666666666
2021-01-01,1370.0,0.0,61.08479262672811,-0.7466666666666666
2021-02-01,1405.25,0.0,56.209999999999994,-0.6399999999999999
2021-03-01,1436.75,12.684516129032255,52.50967741935484,-0.5633333333333332
2021-04-01,1571.0,44.007777777777775,79.64971428571428,-0.6466666666666666
2021-05-01,1530.5,53.29763440860215,65.60322580645162,-0.5599999999999999
2021-06-01,1450.0,74.14288888888889,51.274,-0.4333333333333333
2021-07-01,1414.75,83.19772657450076,50.31677419354838,-0.21333333333333326
2021-08-01,,77.26906298003072,54.917419354838714,-0.12999999999999992
2021-09-01,1256.0,49.61377777777778,55.9,-0.15666666666666662
2021-10-01,1235.75,40.64451612903226,70.69978494623655,-0.31
2021-11-01,1217.25,39.858222222222224,74.0975238095238,-0.5
2021-12-01,1328.75,3.1141935483870964,53.750046082949304,-0.8466666666666667
2022-01-01,1490.5,0.0,67.3557603686636,-1.0499999999999998
2022-02-01,1644.25,0.5014285714285713,55.45836734693877,-1.1466666666666665
2022-03-01,1618.25,22.452903225806452,52.97364055299539,-0.9766666666666666
2022-04-01,1708.25,39.89622222222223,71.67701587301586,-0.8833333333333333
2022-05-01,,75.40986175115208,51.741290322580646,-0.8366666666666666
2022-06-01,1675.0,91.26685714285713,51.443999999999996,-0.8099999999999999
2022-07-01,1637.0,90.65142857142857,52.842580645161284,-0.6333333333333332
2022-08-01,1507.5,61.697880184331794,59.4294623655914,-0.5033333333333333
2022-09-01,1364.75,54.361777777777775,58.82533333333333,-0.5633333333333334
2022-10-01,1407.0,25.3141935483871,83.8258064516129,-0.75
2022-11-01,1469.5,20.545777777777776,92.50571428571428,-0.87
2022-12-01,1519.25,0.5599999999999998,66.8326267281106,-0.8633333333333333
2023-01-01,,5.978924731182797,52.335483870967735,-0.7233333333333333
2023-02-01,1490.5,0.9809523809523807,56.77673469387755,-0.4699999999999999
2023-03-01,1505.5,18.17505376344086,56.19539170506912,-0.08999999999999993
2023-04-01,1444.25,21.934888888888892,64.28419047619047,0.22333333333333338
2023-05-01,1299.75,47.88387096774194,68.15649769585254,0.5666666666666668
2023-06-01,1557.25,51.658,50.816,0.8500000000000001
2023-07-01,1445.75,81.46559139784947,53.005161290322576,1.2333333333333334
2023-08-01,1360.0,91.53483870967742,56.016774193548386,1.5866666666666667
2023-09-01,1275.0,48.73444444444444,67.57111111111111,1.8733333333333333
2023-10-01,,36.08881720430107,67.13572964669737,2.0100000000000002
2023-11-01,1342.75,23.408666666666665,89.20488888888889,2.0500000000000003
2023-12-01,1293.5,3.0309677419354837,82.25898617511521,2.046666666666667
2024-01-01,1222.25,13.436559139784947,56.58543778801843,2.0033333333333334
2024-02-01,1128.25,4.059310344827586,54.63467980295566,1.8
2024-03-01,1191.5,9.203225806451611,78.4326267281106,1.456666666666667
2024-04-01,1145.5,40.48222222222223,75.84552380952381,1.0400000000000003
2024-05-01,1205.0,67.39133640552997,65.84540706605223,0.5400000000000001
2024-06-01,1150.5,88.0717142857143,52.724000000000004,0.15000000000000013
2024-07-01,1028.5,63.05723502304148,52.38193548387097,-0.08333333333333319
2024-08-01,982.0,85.0247311827957,54.61354838709677,-0.1566666666666665
2024-09-01,,47.13711111111111,57.928,-0.1633333333333332
2024-10-01,982.5,34.29870967741935,72.79870967741937,-0.15333333333333318
2024-11-01,989.5,46.39933333333333,63.43447619047619,-0.07999999999999985
2024-12-01,,3.493333333333334,54.22230414746543,-0.14333333333333317
2025-01-01,1042.0,0.08129032258064518,53.26064516129032,-0.1866666666666665
2025-02-01,1011.5,1.6585714285714286,57.6869387755102,-0.13999999999999982
2025-03-01,1014.75,28.424516129032256,62.01179723502304,0.14666666666666683
2025-04-01,1034.75,44.934222222222225,82.91333333333333,0.19666666666666685
2025-05-01,1041.75,76.89354838709677,76.30626728110599,0.10000000000000016
2025-06-01,,87.29615873015874,52.374,-0.07333333333333317
2025-07-01,961.75,78.66396313364055,51.49935483870968,-0.04999999999999983
2025-08-01,1042.5,79.50386554621848,47.2235294117647,
