date,SOY,WX_US,WX_BR,ONI,FX_USDBRL,FX_EURUSD,DXY,SOY_lag0,SOY_lag1,SOY_lag2,SOY_lag3,WX_US_lag0,WX_US_lag1,WX_US_lag2,WX_BR_lag0,WX_BR_lag1,WX_BR_lag2,ONI_lag0,ONI_lag1,ONI_lag2,FX_USDBRL_lag0,FX_USDBRL_lag1,FX_USDBRL_lag2,FX_EURUSD_lag0,FX_EURUSD_lag1,FX_EURUSD_lag2,DXY_lag0,DXY_lag1,DXY_lag2,SOY_t+1,SOY_t+2,SOY_t+3
2007-11-01,1080.0,24.91733333333333,64.69371428571428,-1.2833333333333332,1.7759000062942505,1.469594120979309,76.1500015258789,1080.0,1010.0,991.25,868.0,24.91733333333333,63.4505069124424,63.409396825396826,64.69371428571428,74.95225806451613,57.46399999999999,-1.2833333333333332,-1.11,-0.89,1.7759000062942505,1.736199975013733,1.8339999914169312,1.469594120979309,1.4471989870071411,1.427001714706421,76.1500015258789,76.4800033569336,77.72000122070312,1199.0,1274.5,1522.0
2007-12-01,1199.0,4.34838709677419,53.36129032258064,-1.3966666666666667,1.767300009727478,1.4601097106933594,76.69999694824219,1199.0,1080.0,1010.0,991.25,4.34838709677419,24.91733333333333,63.4505069124424,53.36129032258064,64.69371428571428,74.95225806451613,-1.3966666666666667,-1.2833333333333332,-1.11,1.767300009727478,1.7759000062942505,1.736199975013733,1.4601097106933594,1.469594120979309,1.4471989870071411,76.69999694824219,76.1500015258789,76.4800033569336,1274.5,1522.0,1197.25
2008-01-01,1274.5,0.1509677419354838,52.82709677419354,-1.4166666666666667,1.752500057220459,1.4865025281906128,75.18000030517578,1274.5,1199.0,1080.0,1010.0,0.1509677419354838,4.34838709677419,24.91733333333333,52.82709677419354,53.36129032258064,64.69371428571428,-1.4166666666666667,-1.3966666666666667,-1.2833333333333332,1.752500057220459,1.767300009727478,1.7759000062942505,1.4865025281906128,1.4601097106933594,1.469594120979309,75.18000030517578,76.69999694824219,76.1500015258789,1522.0,1197.25,1301.75
2008-02-01,1522.0,1.1448275862068948,52.58896551724138,-1.2633333333333334,1.678500056266785,1.519202709197998,73.70999908447266,1522.0,1274.5,1199.0,1080.0,1.1448275862068948,0.1509677419354838,4.34838709677419,52.58896551724138,52.82709677419354,53.36129032258064,-1.2633333333333334,-1.4166666666666667,-1.3966666666666667,1.678500056266785,1.752500057220459,1.767300009727478,1.519202709197998,1.4865025281906128,1.4601097106933594,73.70999908447266,75.18000030517578,76.69999694824219,1197.25,1301.75,1363.5
2008-03-01,1197.25,5.255913978494622,52.59483870967742,-0.9666666666666668,1.7395000457763672,1.5757957696914673,71.80000305175781,1197.25,1522.0,1274.5,1199.0,5.255913978494622,1.1448275862068948,0.1509677419354838,52.59483870967742,52.58896551724138,52.82709677419354,-0.9666666666666668,-1.2633333333333334,-1.4166666666666667,1.7395000457763672,1.678500056266785,1.752500057220459,1.5757957696914673,1.519202709197998,1.4865025281906128,71.80000305175781,73.70999908447266,75.18000030517578,1301.75,1363.5,1379.889344262295
2008-04-01,1301.75,40.28844444444445,78.86609523809524,-0.6133333333333333,1.6582000255584717,1.5622069835662842,72.51000213623047,1301.75,1197.25,1522.0,1274.5,40.28844444444445,5.255913978494622,1.1448275862068948,78.86609523809524,52.59483870967742,52.58896551724138,-0.6133333333333333,-0.9666666666666668,-1.2633333333333334,1.6582000255584717,1.7395000457763672,1.678500056266785,1.5622069835662842,1.5757957696914673,1.519202709197998,72.51000213623047,71.80000305175781,73.70999908447266,1363.5,1379.889344262295,1395.75
2008-05-01,1363.5,70.95910906298003,71.4116129032258,-0.2633333333333332,1.622499942779541,1.555790662765503,72.87999725341797,1363.5,1301.75,1197.25,1522.0,70.95910906298003,40.28844444444445,5.255913978494622,71.4116129032258,78.86609523809524,52.59483870967742,-0.2633333333333332,-0.6133333333333333,-0.9666666666666668,1.622499942779541,1.6582000255584717,1.7395000457763672,1.555790662765503,1.5622069835662842,1.5757957696914673,72.87999725341797,72.51000213623047,71.80000305175781,1379.889344262295,1395.75,1332.0
2008-06-01,1379.889344262295,67.66977777777778,52.304,-0.1466666666666665,1.590999960899353,1.57500159740448,72.45999908447266,1379.889344262295,1363.5,1301.75,1197.25,67.66977777777778,70.95910906298003,40.28844444444445,52.304,71.4116129032258,78.86609523809524,-0.1466666666666665,-0.2633333333333332,-0.6133333333333333,1.590999960899353,1.622499942779541,1.6582000255584717,1.57500159740448,1.555790662765503,1.5622069835662842,72.45999908447266,72.87999725341797,72.51000213623047,1395.75,1332.0,1045.0
2008-07-01,1395.75,79.83827956989248,53.84516129032258,0.0333333333333334,1.5618000030517578,1.5593082904815674,73.2300033569336,1395.75,1379.889344262295,1363.5,1301.75,79.83827956989248,67.66977777777778,70.95910906298003,53.84516129032258,52.304,71.4116129032258,0.0333333333333334,-0.1466666666666665,-0.2633333333333332,1.5618000030517578,1.590999960899353,1.622499942779541,1.5593082904815674,1.57500159740448,1.555790662765503,73.2300033569336,72.45999908447266,72.87999725341797,1332.0,1045.0,925.25
2008-08-01,1332.0,74.72946236559139,56.69806451612903,0.2333333333333334,1.6306999921798706,1.4695078134536743,77.37999725341797,1332.0,1395.75,1379.889344262295,1363.5,74.72946236559139,79.83827956989248,67.66977777777778,56.69806451612903,53.84516129032258,52.304,0.2333333333333334,0.0333333333333334,-0.1466666666666665,1.6306999921798706,1.5618000030517578,1.590999960899353,1.4695078134536743,1.5593082904815674,1.57500159740448,77.37999725341797,73.2300033569336,72.45999908447266,1045.0,925.25,883.0
