date,ADM,BG,SOY
2024-03-05,50.98611831665039,87.90167999267578,1140.75
2024-03-06,51.644187927246094,88.32464599609375,1140.25
2024-03-07,51.73956298828125,88.91104125976562,1157.0
2024-03-08,52.27364730834961,88.63225555419922,1170.5
2024-03-11,52.3690185546875,90.17996215820312,1165.0
2024-03-12,54.42906951904297,90.04537963867188,1182.0
2024-03-13,55.57353210449219,91.10282135009766,1181.75
2024-03-14,55.51630783081055,90.56449127197266,1180.75
2024-03-15,56.565406799316406,91.86225128173828,1198.25
2024-03-18,57.614505767822266,92.94852447509766,1187.75
2024-03-19,58.205814361572266,93.97712707519531,1185.5
2024-03-20,58.472862243652344,93.64065551757812,1209.5
2024-03-21,59.579185485839844,96.23619079589844,1212.0
2024-03-22,59.13092803955078,95.38063049316406,1192.5
2024-03-25,59.61732482910156,96.07276916503906,1209.25
2024-03-26,58.95925521850586,95.99586486816406,1199.0
2024-03-27,60.07511520385742,98.45679473876953,1192.5
2024-03-28,59.903446197509766,98.55292510986328,1191.5
2024-04-01,59.46472930908203,98.33184051513672,1185.75
2024-04-02,59.79853820800781,99.87952423095703,1174.0
2024-04-03,59.75084686279297,99.73534393310547,1182.25
2024-04-04,60.31354904174805,101.39839172363281,1180.0
2024-04-05,60.52336502075195,102.72499084472656,1185.0
2024-04-08,60.256324768066406,102.39814758300781,1181.5
2024-04-09,60.9430046081543,102.91725158691406,1174.5
2024-04-10,60.93346405029297,103.47481536865234,1164.75
2024-04-11,59.67454528808594,101.82135772705078,1159.25
2024-04-12,58.14859390258789,99.75455474853516,1174.0
2024-04-15,57.719417572021484,99.90837097167969,1158.25
2024-04-16,57.480987548828125,99.92759704589844,1145.0
2024-04-17,57.62403869628906,101.34071350097656,1149.5
2024-04-18,58.863887786865234,102.38853454589844,1134.25
2024-04-19,59.70315933227539,105.28205871582031,1150.5
2024-04-22,59.607791900634766,105.50315856933594,1161.0
2024-04-23,58.93064880371094,105.37820434570312,1167.5
2024-04-24,58.71128845214844,101.69640350341797,1166.0
2024-04-25,58.17720031738281,100.03333282470703,1162.75
2024-04-26,57.318851470947266,98.75481414794922,1159.5
2024-04-29,57.88154602050781,99.47579193115234,1160.75
2024-04-30,55.94548797607422,97.82234191894531,1145.5
2024-05-01,55.66890335083008,97.0436782836914,1155.75
2024-05-02,56.60355758666992,97.43782043457031,1190.0
2024-05-03,56.431884765625,97.23594665527344,1201.75
2024-05-06,57.404685974121094,98.30299377441406,1234.75
2024-05-07,58.73990249633789,100.3121109008789,1232.25
2024-05-08,59.15953826904297,101.28302764892578,1212.75
2024-05-09,59.55056381225586,101.3118896484375,1192.75
2024-05-10,60.06557846069336,101.9271011352539,1205.0
2024-05-13,59.73177719116211,103.44596862792969,1205.5
2024-05-14,58.81619644165039,99.43733215332031,1199.0
2024-05-15,57.76814270019531,97.80310821533203,1213.5
2024-05-16,59.220035552978516,100.19676208496094,1216.25
2024-05-17,59.24888229370117,99.75164794921875,1228.0
2024-05-20,58.527740478515625,98.96788787841797,1248.0
2024-05-21,58.912349700927734,99.96453094482422,1236.25
2024-05-22,59.51810836791992,99.79035949707031,1246.25
2024-05-23,58.383514404296875,99.05497741699219,1239.25
2024-05-24,58.1623649597168,100.40962982177734,1248.0
2024-05-28,58.546974182128906,102.97382354736328,1229.5
2024-05-29,57.720062255859375,102.7319107055664,1214.0
2024-05-30,57.82583236694336,101.73526763916016,1209.75
2024-05-31,60.03732681274414,104.1059341430664,1205.0
2024-06-03,59.604644775390625,104.8026123046875,1184.5
2024-06-04,59.441184997558594,103.34151458740234,1179.0
2024-06-05,58.72004318237305,100.36125183105469,1177.25
2024-06-06,58.81619644165039,101.71592712402344,1200.0
2024-06-07,58.912349700927734,100.75797271728516,1179.25
2024-06-10,59.566184997558594,102.32550811767578,1188.25
2024-06-11,59.12388610839844,102.49000549316406,1178.0
2024-06-12,58.14313507080078,101.99652862548828,1177.25
2024-06-13,58.393131256103516,99.80004119873047,1189.5
2024-06-14,57.21045684814453,99.50007629394531,1179.75
2024-06-17,57.845062255859375,99.64521789550781,1157.75
2024-06-18,57.604679107666016,99.12271118164062,1174.0
2024-06-20,58.662349700927734,99.99356079101562,1155.25
2024-06-21,58.98927307128906,102.44163513183594,1160.5
2024-06-24,59.7392578125,104.66714477539062,1175.25
2024-06-25,58.31620788574219,103.28346252441406,1163.25
2024-06-26,58.3354377746582,103.71888732910156,1162.75
2024-06-27,58.277748107910156,104.1543197631836,1152.25
2024-06-28,58.1239013671875,103.31248474121094,1150.5
2024-07-01,58.30659484863281,103.84468078613281,1159.5
2024-07-02,59.7392578125,106.80558776855469,1165.0
2024-07-03,60.277706146240234,105.84764099121094,1176.5
